index,text
2947," וכן לא רצה לברך ברכת המזון אא""כ שלא ידברו עד שיסיימו ברכת המזון"
2948,"הנה מעשה בחסיד אחד שהיה מתפלל ולא היה פוסק בשביל ההגמון הרי אדם מחמיר ע""ע בתפלה אע""פ שמסתכן בנפשו בטוב עושה כמו שעשה דניאל אף על פי שגזר המלך שלא יתפללו וכן אמרו אפי' נחש כרוך על עקבו לא יפסיק"
2949,וכן מי שנזהר שלא ישבע ואפי' באמת אם דוחקים אותו להשבע אפי' באמת לא ישבע
2950,אדם ששמע שבאו עליו בני עיר פלוני לעשות לו רעה אל יאמר רבון העולמים הושיעני מאנשי אותה העיר אלא מאותן ומכל צוררי שמא אחרים עמהם שנאמר (במדבר כא ב) אם נתן תתן את העם הזה בידי שהיו מסתפקי' אם כנעניים הם או עמלקים ואמרו בסתם את העם הזה
2951,"אם יש נכרי שעשה טובות ליהודים יכולים לבקש להקב""ה שיקל בדינו וכן יכולים לבקש על מומר שעשה טובה ליהודים."
2952," וכן א""ר יוחנן על חרבונא ז""ל לפי שדבר על המן אבל נכרי רע וכן מומר רע אין לבקש עליו ויצחק אמר על עשו יוחן רשע והשיבו לו בל למד צדק ודוד בקש על אבשלום להצילו מדינה של גיהנם."
2953, כי גרמה של דוד היה אם לא חטא בדבר אוריה לא היה אבשלום חוטא.
2954, וגר המבקש על אביו ועל אמו לא יועיל להקל מדינם.
2955, ואם אביו ואמו של צדיק החטיאו את הרבים אפי' לבן אין לבקש להיטיב לנשמתן דכתיב (משלי י ז) ושם רשעים ירקב
2956,מי שאביו מומר אין קוראין לספר תורה בשם אביו שנאמר (ויקרא כא ט) את אביה היא מחללת ואם יהיה חתן ולחתן קוראים לספר תורה או אם יהיה צריך לחתום בשטר יקראו לו על שם אבי אביו אבל אם היה אביו ואבי אביו מומרים לא יקרא אלא על דור שהוא רביעי לו זקנו הרביעי
2957,על כל דברים שאין רגיל להיות צריך להתחנן עליו.
2958, כגון אשה שילדה תאומים שיתקיימו שניהם ויותר צריך להתחנן אם ילדה שנים בתוך שנה מפני עין הרע
2959,מי שאשתו מעוברת והגיע חדש התשיעי יתפלל שלא תלד אשתו בשבת פן יחללו שבת ועל בתו וכלתו ואחד היה מתפלל מנחה בערב שבת שלא תפול דליקה בשבת ושלא תלדנה הנשים בשבת
2960,"אל יתפלל אדם תפלה שאי אפשר לעשות בקשתו אע""פ שהיכולת ביד הקב""ה אין לבקש דבר שאין נעשה כפי הטבע כגון אם אשתו הפילה לשמנה חדשים ברור הוא שאין הולד של קיימא אין מתפללין עליו שיחיה אסור לבקש דבר שאינו ראוי לומר כגון יהי רצון שתלד אשתי לח' חדשים ויחיה הולד ואסור להתפלל שיעשה לו הקב""ה נס בשנוי העולם שאם יש לו אילן שיוציא פירות קודם זמנו כמעשה דר' יוסי בר אבין וכר' יוסי דמן יוקרת בתענית"
2961,"אל יאמר אדם אחר שנתעברה אשתו יהי רצון שתלד אשתי זכר שלמה אמר ונתת לאיש ככל דרכיו אשר תדע את לבבו ולא אמר ידעת (או תדע) כמ""ש ידעת לבב בני האדם אלא מפני שאמר יש אדם שא""ל עושר והוא עניו וצדיק גמור ועוסק במילי דחסידות ושואל עושר וגם בדעתו כשיהיה עשיר שיותר יעסוק בתורה ובמעשים טובים ומבקש מלפני הקב""ה עושר ויעתר אליו ויהיה עשיר ונתגאה ואבדה ענותנותו הרי טוב לו שהיה עני."
2962, ולכך אמר אשר תדע את לבבו שאם לאחר שנעשית יהיה תקנתו עשה מה ששואל ואם לאו אל תעשה.
2963, וכן אמר אברהם אם בניו יהיו רשעים מוטב שלא יהיו לו בנים וכן אמר דוד הקם לעבדך אמרתך אשר ליראתך.
2964, וכשראה חרבן הבית אמר על מה שוא בראת כל בני אדם
2965,אותם שאינם צדיקים מבני רשעים אין להביאם לידי נסיון והעומדים במקום רשעים לבם מסתמין לרשע כי מרשעים יצא רשע ואשר החטיאו את הרבים לבו נוטה לכל זה
2966,"על שלשה צריך לחמול יותר מכל אדם דעתן ר""ל בר דעת שמנהיג אותו משוגע."
2967," ואין לאל ידו וא""ל תקומה מפני המשוגע שעושה לו."
2968, צדיק שמושל בו רשע.
2969," ונכבד שצריך לנבל צריכים צדיקים להתפלל עליהם שיושיעם הקב""ה מידם"
2970,המנודה אם בהסכמת הקהל נדוהו אין מברכים אותו אם חלה שנאמר (דברים כט כ) והבדילו ה' לרעה
2971,כל דבר שאדם נכשל בו בא לדין על מין שלו אם צדיק מת על אותו דבר כגון עץ ארז הרי הממונה עליו יבא לדין עמו או אדם בא גם לדין כשיכול לבקש רחמים כגון יהושע בן נון על יצר הרע שלא בקש עליו בכניסתו לארץ כמו שעשו אנשי כנסת הגדולה בבית שני.
2972, וכן כתיב (במדבר לה כה) וישב שם עד מות הכהן הגדול לפי שלא בקש הכהן הגדול על הנהרג בשוגג.
2973, וכשמגיע זמן הצדיק להפטר הממונה על אותו מזל מבקש שלא ימות באותו מזל שהוא ממונה עליו כדי שלא יביאוהו לדין.
2974, וכן הממונה על המקומות מבקשים שלא יכשל בו.
2975, וכן הממונה על עץ ועל אבן לכך זאב וכלב ורצועה מאותו מין ישבר ויכלה וכן כתיב (שמות ז כא) והדגה אשר ביאור מתה ויבאש היאור לפי שלא בקש על הבן הילוד היאורה תשליכוהו
2976,אדם שמתפלל על אביו אם הוא חולה לא יאמר תרפא אבא מרי או לאדוני אבא רפא כי שלמה אמר דוד אבי וכן אלישע אמר איה אלהי אליהו ולא אמר אדוני אבל עבד אברהם אמר אלהי אדוני אברהם כי לא היה בן חורין
2977,"אחד היה מתענה ומתפלל על אוהב שיחיה והנה בא אחד בערב י""ט משם ושאל מה עושה פלוני אוהבי שהרי כבר כמה ימים שאני מתפלל עליו."
2978," שאל אותו הבא לחכם אמר מה אעשה אם לא אמר שמת הרי יתענה ויתפלל על חנם תפלת שוא אמר לאחר י""ט תאמר לעבד או לנכרי שיאמר לו שמת ומפני שמחת י""ט אל תגיד לו עתה"
2979,אין משיבין על הקלקלה דוקא כשתוכל לומר לא נפקא לן מינה אבל כשיש דברים שאם יגיד הקלקלה יכול להיות תקנה לדבר כגון ויבא הפליט ויגד לאברם העברי ואם לא היה מגיד יותר היה חוטא.
2980, וכן אם לא יגיד על החולה לאוהבו לא יחקור אחר רפואה כמו ויאמר ליוסף הנה אביך חולה כדי שיביא את בניו עמו.
2981, וכן רבן יוחנן בן זכאי לר' חנינא בן דוסא שיתפלל על בנו הרי לתקנתו יכול להגיד.
2982, או להעיד על מת בשביל אשתו להשיאה ולעשות תקנת היתומים.
2983," א""כ התך למה לא השיב למרדכי כי היה רע בעיניו שלא רצתה לבא אל מלך ולמסור עצמה למות ללכת למלך אחשורוש ועוד אמר שיש למסור עצמה למלך להיות נבעלת לו ותהיה אסורה למרדכי כי עד עתה באונס היתה נבעלת ועתה ממציאה עצמה לערל ברצון"
2984,אחד ששמע שמת קרוב של אשתו שאם היתה יודעת היתה מתאבלת ולא היה רוצה לשמש מטתו.
2985, אמרו לו לא היית צריך כי אין אבלות נוהגת קודם שמיעה.
2986, ואם באים נכרים להגיד אם סמוך ליום טוב הוא מבקשים מהם שלא להגיד כדי שלא יצטערו ביום טוב
2987,יש מקומות שאומרים ושמו את שמי על בני ישראל ואני אברכם העובר לפני התיבה כשהוא אומר ברכת כהנים.
2988," ויש מקומות שמדלגין אבל הראשונים היו אומרים שהרי ביוה""כ כשאומר מעין שמנה עשרה וסוף כל חרוזה מי אל כמוך בסופם שומע שועת עמי ושמו את שמי משמע שהיו אומרים אותו"
2989,כשאומר בקדושה הראשונה כדבר האמור בשירי עזך אין לומר האמור אלא האמור ה' בקמץ כמו (במדבר לא ל) האחוז אחד מן החמשים ואשר כתוב (מיכה ב ז) האמור בית ישראל ה' בסגול בתמיה הוא.
2990, ברכנו בברכה ולא בברכה
2991,"אל ימשוך אדם שהוא ש""צ לומר לעמתם ברוך יאמרו."
2992, וכן ובדברי קדשך כתוב לאמר אלא ימהר לאמרם מפני שאם ימשוך הרי קודם שיגמור יאמרו הקהל ברוך כבוד ה' ממקומו.
2993, וכן ימלוך ה' לעולם אלהיך ציון.
2994, לכן יזהר כדי שיגמור לעומתם ברוך יאמרו.
2995," ואח""כ יאמרו הקהל ברוך כבוד ה' ממקומו."
2996, ואם הקהל ממתינים רשאי למשוך.
2997, ואם החזן מתפלל ואינו מספיק לומר לעומתם ברוך יאמרו עד שהקהל יאמרו ברוך כבוד ה' ממקומו.
2998, וכן אם לא יספיק שליח צבור לומר ובדברי קדשך כתוב לאמר עד שהקהל עונין ימלוך ה' לעולם וכו' אך היחידים יאמרו בלחש
2999,"אחד היה בב""ה לאחר שכבר אמרו קדוש קדוש קדוש וכו' ברוך כבוד ה' וכו' ימלוך וכו' עד סוף ברכת האל הקדוש אמרו לו הקשת נראה בענן יצא מב""ה ובירך על הקשת."
3000, אמרו לו העוסק במצוה פטור מן המצוה ואתה עסוק במצוה לענות אמן אחר כל ברכה שאומר שליח צבור אמר זאת הברכה עדיפא מפני שעוברת.
3001, וכן כשהיו עונין אמן יהא שמיה רבא מברך בחצר בית הכנסת היה הולך לשם למלאות עשרה עמהם
3002,"אל מלך נאמן שמע ישראל ה' אלהינו ה' אחד ארבע שמות לפי כשיושבין לארבע קצוות בבתי כנסיות כל אחד מכוין כאילו שכינה כנגד פניו שלא יאמר אדם כיון שפונה חבירי אצלי ואני יושב במזרח וחבירי במערב איך הקב""ה ברגע אחד לכל צד וכתיב (ויקרא כו ט) ופניתי אליכם כל אחד ואחד צריך לכוין לבו כאילו שכינה פונה אליו וכלפי שכינה פונה אלא אין לומר איך יתכן שיפנה לארבע רוחות כאחת כל זה כתוב בספר הכבוד שבשעה אחת בוחן כל הלבבות וברגע אחד שומע תפלה מזה ושומע תפלה מזה ואף על פי שזה מתפלל מה שאין זה מתפלל"
3003,מי שעכב ולא התפלל מנחה וקרוב שעוברת השעה מוטב שלא יאמר תהלה לדוד ויתפלל שמונה עשרה כדי שלא תעבור השעה ואחר כך יאמר תהלה לדוד.
3004, ואם עכבו הצבור לא יתפלל שליח צבור בלחש אלא יאמר בקול רם קדושה וכל התפלה ושאר הקהל יאמרו בלחש כל מה שהוא אומר וגם קדושה והכל
3005,"מי שאבד מעות בב""ה בלילה לא יקח נר מלפני ארון הקודש לבקש מעותיו לאור הנר שלפני הארון אבל אם ירא פן נחבאים גנבים בב""ה יקח נר ויחפש"
3006,אין יכולין מדין תורה לקבוע מקום בבית הכנסת לירשו.
3007, וראיה דאמר רבי יונתן לא שנו אלא שבידם למכור בית אבל בית הכנסת לא כיון דמעלמא אתו הוי של רבים ולא מצי לזבוני ליה.
3008, ועוד הרבה ראיות.
3009, ומה שיושבים במקום אבותיהם כדי שלא יעשו מחלוקת.
3010, וזה לא יתכן שיאמר אחד יש לי שני מקומות בבית הכנסת אחד מאבי ואחד מאבי אבא אמכור אחד מהם או אני לא אתן לאדם לישב שם אלא למי שאני חפץ לאו כל כמיניה ישב במקום אחד ואין לו רשות במקום אחר
3011,"אחד היה משים ספר תורה בחדר התחתון והיה נותן מטתו בחדר העליון כנגדו אמר ליה זקן אחד לא יתכן לעשות כן אמר ליה והלא אחד היה חוטב עצים ותחתיו היה הארון נגנז ומת א""ל לשם תשמיש של קדושה מותר אבל שאר דברים כגון מטה או כלי של טנופת לא יתכן להיות למעלה כנגדו"
3012,"מעשה באדם אחד שהיה ביתו סמוך לבית הכנסת וקרוב מאד לבי' הכנסת והיו מתים הילדים שלו וא""ל חכם אחד לפי שביתך למעלה מחלון בית הכנסת ומזיק לאורה שלא יוכל להכנס בו."
3013, ועוד אתה משמש מטתך סמוך לבית הכנסת ונתקיימו בניו מאותה שנה ואילך
3014,ולא יעשה אדם בית הכסא מכוון כנגד בית הכנסת או כנגד בית המדרש כשיתגלה לעשות צרכיו שלא יהא פי טבעת מגולה כנגד בית הכנסת או כנגד בית המדרש
3015,אחד היה חצרו אצל חצר בית הכנסת ורבים היו נמצאים בחצר בית הכנסת אמרו לו מוטב לך שתסגור ביתך כי מהרה ימלא בית הכסא שלך אמר חלילה לי אם אסגור שערי הרי יעשו צרכיהם בחצר בית הכנסת לכך אעזוב חצרי פתוח ולא יטנפו חצר בית הכנסת שאין אדם יכול להתאפק ולעצור את עצמו מלמהר לעשות צרכיו
3016,חלון שהולך כנגד רשות הרבים ובני אדם עוברים לפניו לבית הכנסת אותם שישנים באותו החדר או שום אדם לא ישפכו מי רגלים מן החלון לפי שבהשכמה הולכים לבית הכנסת וההולכים בחשך לא יוכלו להזהר שלא יהיו מטונפים במי רגלים כשהולכים לבית הכנסת וכתיב (קהלת ד יז) שמור רגליך כאשר תלך אל בית האלהים
3017,אחד היה משים עור כעין כיס במכנסים שלו כנגד ערותו מפני טפי מי רגלים שמא יהיו נוטפים על בגדיו ואם יתפלל הרי תפלתו תועבה.
3018, וכן כשיצא אדם מבית הכסא יראה המקום שישב עליו שמא יש טנופת עליו ויבא חבירו וישב עליו פתאום או ישב עליו בלילה ויהיה מטונף ויעסוק בתורה או יתפלל ונמצא על ידו נעשה לו וצריך לאדם למשמש במקום שישב שלא יהא מטונף כשילך לבית הכנסת או כשילמוד
3019,אדם צריך להיות מבפנים כבחוץ שנאמר (תהלים קג א) וכל קרבי את שם קדשו שלא יהא בקרביו טנופת לכך קודם שיתפלל וקודם אכילה ושתיה שהוא צריך לברך יעשה אדם צרכיו קודם שילך לבית הכנסת וקודם שיאכל
3020,כתיב (תהלים קג א) ברכי נפשי את ה' וכל קרבי את שם קדשו וכי קרבים מברכים אלא כשהוא מברך לא יהרהר בדבר אחר וכל שכן לדבר עבירה לא יהרהר
3021,"כתיב (תהלים קג א) ברכי נפשי את ה' וכל קרבי את שם קדשו כשיברך להקב""ה צריך לברכו בקול רם כי בקול רם כל הקרבים מתנועעים ונמשכים אחר הקול"
3022,כתיב (עמוס ד יב) הכון לקראת אלהיך ישראל שלא תצטרך לעשות צרכיך בשעה שהקהל הולכים לבית הכנסת כדי שיתפלל עמהם ואם נעשה כך שלא יוכל קודם לעשות שלא היה לו פנאי לעשות צרכיו לא יתכן שילך לבית הכנסת וצריך לנקביו שנאמר (תהלים קג א) ברכי נפשי את ה' וכל קרבי את שם קדשו
3023,צריך אדם לעיין שלא ידבק במנעליו צואה כשהולך לבית הכנסת שנאמר (קהלת ד יז) שמור רגליך כאשר תלך אל בית האלהים ולכך כתיב (שמות ג ה) של נעליך מעל רגליך
3024,"כשלוקח אדם קנוח בידו לקנח עצמו למטה מן הצואה והנה ראה בעצמו שלא הוצרך לבית הכסא ויסיר מידו הקנוח ולא עשה לא גדולים ולא קטנים אעפ""כ לא יגע בספרים עד שירחוץ ידיו"
3025,"אדם ששכח דבר גנאי כגון כלי מלא צואה ומי רגלים אם שכחו ולא השליכו לחוץ ואח""כ זכר שלא השליכו לא יתכן לברך ברוך זוכר הנשכחות וכן כיוצא בו אם זכר והוא דבר גנאי"
3026,אחד היה שוחט עופות וכסה הדם ובא אחד ורצה להשתין מיד לשם ולא הניחו אמר עתה בעת כסוי הדם ברכתי לה' שם לכן לא יתכן להיות משתין או רוקק שם והדם מכוסה שם
3027,אם תראה שישתין קטן אצל האוכלים ואותם אינם פנוים לשפוך מים עליו או אם ידעו ולא יחושו יש לשפוך מים על השתן כדי שלא יהא ברכת תועבה
3028,מעשה בחסיד אחד כשהיה ישן או משמש מטתו היה לו חלוק לבן לכך כי אמר שמא ידבק שכבת זרע וכשאני אלך בבית הכנסת שמא ידבק בחלוק שאני רגיל ללבוש וכן ידבק צואה במכנסים ובמנעלים ואיך תפלתי נשמעת.
3029," וגם יראה ויעיין במכנסים שלא תהא רושם צואה דבקה במכנסים ואח""כ יתן מעט מים במכנסים כנגד פי האמה ואם השתין מיושב אין צריך שהרי כבר כלו המים."
3030," ואם בשבת השתין מים וצריך ללכת לבית הכנסת אל ישפוך מן המים על הבגד אלא על פי האמה דוגמת נטילת ידים שאח""כ אדם מקנח ידיו ואם נשפכים ט' קבין מים על האדם בשבת או ביו""ט או טבל יזהר שלא יסחוט השיער להוציא המים"
3031,אדם שאין לו מי שישפוך עליו ט' קבין ואין לו כמו כן כלי עשוי שיהא נשפכים עליו בלא ידיו יכניס המים בכלי שלו וישימם על דבר גבוה וישפכו עליו וימהר להניח הכלי מידו וישים על זרועותיו ועל ידיו ולא קודם שיכלו המים מן הראש כדי שירדו המים על זרועותיו ועל ידיו ולא שזהו בטוב ידיו וזרועותיו שמא לא ירד מים עליהם אלא טוב כלום מלא כלום
3032,אל יניח אדם לילד לקחת בידיו מן הקערה שאוכלים כלם בה כי הילדים אינם יודעים לרחוץ ידיהם בטוב ושמא יאכל בקערה עם הגדולים וימאסו ויקוצו לאכול ואם יש לאדם שכיר ישראל או מלמד לבנו או אורח או אורחים יעיין עליו שלא יהיו בניו מלוכלכים סביב חוטמיהן או בשאר לכלוך כי שמא יהיה להם מאוס והם בושים לומר לו.
3033, ואם יש דברים שהגוים נוהגים בו אסור וליהודים אינו אסור אסור לו ליהודי שיאכל פן יתחלל שם שמים על ידו כגון נכרי שראה שהנכרי חבירו רבע בהמה ואמר לנכרים שלא לאכול אותה ונמכרה ליהודי לא יאכלנה ישראל
3034,אחד היה אוכל בני מעים של דגים ועופות ולא היה בודקם.
3035, לאחר ימים אמרו לו אתה אוכל טמא כי בבני מעים נמצאים תולעים ושאר דבר טמא כי דגים בולעים דגים טמאים וקבל דין עליהם בערב פסח ובפסח כשבא לתקן מצות קודם היה מפקיר קמחו ומימיו לפי שמא לא היו נזהרים ויבא לידי חימוץ לכך היה מפקירו כדי שלא יעבור בבל יראה ובל ימצא
3036,"שנים היו אחד לא היה רוצה לשרוף זבובים א""ל חבירו אל תהי צדיק הרבה מוטב לשרוף הזבובים כדי שלא יפלו במאכל ובמשתה ויבלעם ויחטא לכך נאמר (קהלת ז טז) אל תהי צדיק הרבה"
3037,איש אחד לא היה רוצה לשום עשב בקדירה עם הבשר וירקות במאכלו בלילות בימות החמה כי היה ירא פן יהיה שם זבובים ולא יכול לראות אלא היה משים בצלים או לובן של כרתי שהמרק יהא לבן או היה מלבן המרק בביצה שאם נפל בו זבוב היה ניכר
3038,אחד היה יודע לעיין בבהמה בחייה אם היא כשרה או טרפה ולא רצה ללמד אמר שמא יסמכו על זה ולא יבדקו ופעמי' יטעה ואמרו חכמים ואל בינתך אל תשען
3039,"חכם אחד היה שראה אחד שלוקח נוצה מצואר עוף ואחר ששחט היה מקנח הסכין בנוצת העוף ואח""כ היה משליך הנוצה שקנח בו דם הסכין על הדם ואח""כ מכסה הדם אמר ליה החכם אין לך לעשות לנוצה כך אלא תכסה הדם שנדבק בנוצה"
3040,מי שבא לשחוט ספק טרפה אם יכול לעסוק שיהא לו עוף או בהמה אחרת שיברך עליו וישחטנה תחלה טוב ואם לא ישחוט הראשונה ויבדוק אחריה יפה
3041,במקום שיש נכרי שיודע לנקר בשר אל יניחו לו למכור בשר שמא יאכילם טריפה כי ינקר בשר טרפה וימכור להם
3042,"אחד היה עצרן כשהיה מנפח את הריאה והדם בפה הריאה לא היה חותך קצת מן הריאה א""ל בעבור עצרנותך תכניס הדם בפיך לא ראוי לעשות כן"
3043,אדם שלובש טלית בשבת והולך בו ברשות הרבים קודם שיצא לרשות הרבים יעיין אם הציצית כלו כהלכה ילך ואם לאו אל יצא.
3044, אדם שבכל יום מתעטף בטלית בבית הכנסת אם נפסק אחד מציציותיו אל יברך ויתעטף בלא ברכה ויוכל ללובשן בלא חשש שעטנז כי טליתות שלנו אין בהם שעטנז
3045,<b>עניני תפלות ועניני ברכות כתובים כאן</b><br/>כל התפלות והברכות תקנו בלשון רבים שאילו נתקנו בלשון יחיד נראים כאלו לשוא כי איך יתכן שהעבד יאמר אשר בחר בי מכל העמים ורוממני מכל לשון וקדשני במצותיו לכך כשהברכה מתוקנת בלשון רבים אז אין קשה וכן אם היו מברכים שהחייתנו וקיימתנו והגעתנו לזמן הזה איך יתכן למרי נפש שמת לו מת בו ביום לברך כן ואיוב אמר למה יתן לעמל אור וחיים למרי נפש ואיך יאמר מי שהוא מר נפש ברוך שהחייני וקיימני והגיעני לזמן הזה אבל כשיאמר שהחיינו וקיימנו והגיענו לזמן הזה לא בשבילו לבד אומר אלא בשביל אחרים
3046,"יש חסידים מחסידים הראשונים שלא היו אוכלים שום פרי חדש בין שבעה עשר בתמוז לט' באב כי אמרו איך נברך שהחיינו וקיימנו והגיענו לזמן הזה ויש מברכים על פרי חדש כשנזדמנו להם בשבתות שבין י""ז בתמוז לט' באב אמרו להם החכמים היה לכם לברך שהחיינו כשראיתם אותו כרבי יהודה כשראה קרא חדתא."
3047, ואלו אמרו לא כי אלא כשאכלו
3048,אדם שנאמר לו שמועה שצריך לברך עליה הטוב והמטיב או שהחיינו או ברוך דיין האמת אם אין המגיד נאמן או ששמע שמועה בעלמא מי מגיד שלא ראה דבר לא יברך או אפילו אם שמע מפי נאמן כגון ראובן שגזל ממנו ושמע שנתפש הגזלן וישיב הכל אל יברך עד שישיב לו ומעשה דעבד אברהם שברך ברכה קודם שידע בודאי שזאת היא רבקה המיועד' ליצחק אנבואה דאברהם סמך
3049,לא יתחיל אדם ברוך אתה ה' עד שיחשוב בלבו על מה יש לומר הברכה כגון אם התחיל לומר ברוך אתה ה' ויחשוב לומר פוקח עורים לא יאמר במקומו זוקף כפופים
3050,זקן אחד היה בעיר אחת ובנו בעיר אחרת כשנולד לבנו בן וכן כשנולד לבתו בן היה מברך הטוב והמטיב אמרו לו הלא לא אמרו אלא אם נולד לו בן לעצמו אמר אפי' נולד לצדיק בן ואני אוהבו מפני צדקותיו אם נולד לו בן אני מברך
3051,מי שבאה לו בשורה טובה שנולד לו בן לא יחזיק טובה למבשרו עד שיברך תחלה למי שחננו בבן זכר
3052,מי שיודע להגיד בשורה טובה לחברו אם מצאו במרחץ או במקום הטנופת וזה יודע שאם יגיד לו מיד יברך ויאמר ברוך ה' כגון שהשומע אינו חושש מלהזכיר שם שמים במקום הטנופת ימתין עד שיצא וירחוץ ידיו ואז יאמר לו ואם צדיק הוא יאמר לו מיד כשיבא וכשיצא יברך
3053,לאחר שנמחק ה' פותחין פי הסוטה בעל כרחה ונותנין בפיה
3054,אם לפני האדם תפוח וברך עליו בורא פרי העץ ולא היה לפניו פרי אחר ואחר שבירך בא לפניו פרי אחר יותר יפה לא יאכל אלא על מה שבירך ואם יבא לו פרי אחר שבירך על הראשון וכבר אכל הראשון שכבר בירך עליו כיון שלא היה דעתו על זה יברך גם על האחרון
3055,חמשים תאנים שחורות וחמשים לבנות ונפלה שחורה השחורות אסורות והלבנות מותרות נפלה לבנה הלבנות אסורות והשחורות מותרות כשאינו יודע מה נפלה מעלות זו את זו ובזו רבי אליעזר מחמיר ורבי יהושע מקיל כיון ששחורות ולבנות שני מינין הרי גודגדניות אם ברך על האדומות קטנות שהחיינו ואחר כך ראה שחורות צריך לברך עוד על השחורות שהחיינו וכן קדם ובירך על השחורות ואחר כך נזדמנו לו אדומות קטנות יברך שהחיינו אף על פי שטעמן שוה וכל שכן אדומים גדולים ואדומים קטנים או שחורים לפי שישנו שני מינים הם
3056,אדם שיש בידו אגוז אחד אל יברך ואחר כך ישבר האגוז.
3057, שמא התליע הגרעין או נרקב ונמצא שבירך לבטלה
3058,כתיב (ישעיהו סה ח) כאשר ימצא התירוש באשכול ואמר אל תשחיתהו כי ברכה בו הרי כל דבר שטעון ברכה עובר עליו משום בל תשחית וטעם פוגם יין של תרומה שנתגלה צריך לשפוך אין צריך לומר של חולין יין של מעשר שני
3059,אם אמרו לאדם אל תשתה עתה מים כי התקופה נופלת ושמא עתה עת נפילת' וכבר בירך ימתין ואל ידבר עד שידע בטוב שעבר' התקופה ואז ישתה ואל יברך פעם שנייה ואם בירך על המים ושמע שמת יש בעיר ישתה מעט מן המים וישפוך השאר
3060,הצמא לשתות מים לא יברך ואחר כך ישפוך אלא אם חפץ לשתות מים מן הכלי ישפוך ואחר כך יברך
3061,"כשאדם אוכל וצמא לשתות אם ידיו מלוכלכות יקנחם ואח""כ יברך וישתה דכתיב (תהלים קלד ב) שאו ידיכם קדש וברכו את ה'"
3062,"במוצאי שבת לא יקח עץ ששמו קיה""ן בלשון אשכנ""ז להדליק ולברך עליו מפני שריחו רע ואז צריך ריח טוב להריח כמו שכתוב בספר החשבונות"
3063,אשה הרה וכבר הגיע חודש התשיעי להריונה בערב שבת עם חשיכה יטמין מים חמין כדי שאם תלד בליל שבת או בשבת הרי המים חמין מזומנין ולא יחללו שבת
3064,אל יניח אדם מפתח קשור באזורו ביום ששי פן ישכחנו ברשותו בשבת וישאנו עליו ולא יניח מעות בחלוקו פן ישכחם וישאם
3065,בערב שבת סמוך לערב שולחים לבית הכנסת והנה לפניו ספרים גדולים או כסתות והיה יכול להביאם לחדר לשמור או שום כלי כבד שניטל בשבת ויכול להצניע לא יאמר הלא מותר לטלטלם בשבת למה אטרח אמתין עד לאחר שחשיכה ואשאם ואצניעם כמו שאמר ובלבד שלא יכוין לעשות מלאכתו כי לא יתכן מה שיכול לעשות מלאכתו מבעוד יום שימתין עד שחשיכה ולטרוח שנא' (ישעיהו נח יג) וכבדתו מעשות דרכיך עשות חפציך ביום קדשי וקראת לשבת עונג וכתיב (שמות כג יב) וינפש בן אמתך והגר וכתיב (שמות כג יב) למען ינוח שורך וחמורך
3066,כשיש דליקה בחול או אפילו בשבת יעסוק להוציא קטנים או חולים וזקנים מן הבית לפקוח נפש ואחר כך יציל תורה שבכתב ואחר כך תורה שבעל פה וחלוף הדברים בלומדי תורה בעלי תלמוד קודמין לבעלי מקרא לפי שהם מלמדים לעשות מצות ודוקא כשהן שוים ביראת שמים ואם יש בידם משנה ותלמוד מושכרים או שאולין יציל תחילה תורה שבכתב ואל יחוש להפסד שלו
3067,מעשה היה במומר כשהיתה דליקה בשבת אמר ליהודי תן לי ספריך ואצילם מן הדליקה שאוציאם לרשות הרבים ולא נתן לידו ולקח המומר הספרים מעצמו והצילם מן הדליקה
3068,ומת מצוה שאין מי שחפץ לסייעו ויש שם מומר שחפץ לסייעו לא ימחה בידו אבל אם כל כך חוטא שהחרימו עליו שלא לקוברו בקבר ישראל אל יתן לו לסייעו ואם עשה מעצמו יעשה
3069,אדם שאין לו בשבת מזונות כי אם מזון שתי סעודות אם יחלוק אותם לשלשה לא יהיה לו לכל סעודה לשבעה מוטב שיאכל שתי סעודות של לילה ושל יום או יאכל ביום וכשיאכל כדי לברך יברך ואחר כך יאכל
3070,כל ימי עני רעים אפילו בשבת ויום טוב מפני שנוי וסת וטוב לב משתה תמיד פירוש וטוב לב משתה תמיד כדי שייטיב לבו ולא יעצב
3071,"טוב ארוחת ירק בשבת ואהבה שם עם אשתו ובני ביתו משור אבוס ושנאה בו שלא יאמר אדם אקנה מעדני שבת ויודע שיתקוטט עם אשתו או אביו ואמו ואשר עמו טוב פת חרבה ושלוה בה מבית מלא זבחי ריב אחד בשבת וא' בי""ט זהו שנאמר וכבדתו יכבד את השבת שלא יריב בו"
3072,אחד זקן נכנס בבית אחד שמע שבנו של בעל הבית אמר לאביו בן הזונה והכהו אביו על זה והיה בן ארבע שנים הילד והיה הילד מחלל שבת ולא אמר לו דבר אמר לו הזקן למה אתה מקפיד על זה שקראך בן הזונה אם אין בו דעת שאינו יודע מה בן הזונה למה קשה לך ואם יש בו דעת מה מזיק הוא מחרף את עצמו.
3073, ואם יש בו דעת היה לך למנעו מלחלל השבת כי אם יש בו דעת להבחין מה בן הזונה כך יש בו דעת להבחין שלא יחלל השבת
3074,לא יתענה אדם בשבת על שראה בחלום הפסד ממון אלא על מה שיכולין לחלל עליו את השבת
